index,City,Date,Card Type,Exp Type,Gender,Amount
844,"Bengaluru, India",18-Dec-13,Silver,Food,F,180193
845,"Bengaluru, India",6-Nov-14,Silver,Grocery,F,292047
846,"Bengaluru, India",23-May-15,Silver,Food,F,233112
847,"Ahmedabad, India",22-Feb-15,Silver,Grocery,F,226198
848,"Ahmedabad, India",11-Apr-14,Silver,Bills,F,73112
849,"Bengaluru, India",23-Jun-14,Silver,Entertainment,F,35232
850,"Delhi, India",30-Jun-14,Silver,Entertainment,F,55074
851,"Bengaluru, India",31-Dec-14,Silver,Food,F,186680
852,"Bengaluru, India",20-Jan-15,Silver,Food,F,191642
853,"Greater Mumbai, India",30-Oct-13,Silver,Food,F,238752
854,"Ahmedabad, India",11-Oct-13,Silver,Bills,F,131578
855,"Bengaluru, India",17-Dec-14,Silver,Grocery,F,227118
856,"Greater Mumbai, India",7-Oct-14,Silver,Grocery,F,16479
857,"Ahmedabad, India",7-Oct-14,Silver,Entertainment,F,253764
858,"Bengaluru, India",17-Oct-14,Silver,Entertainment,F,274164
859,"Delhi, India",13-Jan-14,Silver,Bills,F,67192
860,"Greater Mumbai, India",14-Dec-14,Silver,Fuel,F,294525
861,"Delhi, India",29-Dec-13,Silver,Food,F,13681
862,"Delhi, India",1-Nov-14,Silver,Bills,F,27075
863,"Delhi, India",30-Oct-13,Silver,Entertainment,F,252226
864,"Greater Mumbai, India",21-Apr-15,Silver,Grocery,F,62418
865,"Delhi, India",11-Mar-15,Silver,Food,F,256766
866,"Greater Mumbai, India",24-Oct-14,Silver,Entertainment,F,85271
867,"Delhi, India",9-Oct-13,Silver,Fuel,F,39439
868,"Delhi, India",22-Mar-14,Silver,Food,F,284449
869,"Bengaluru, India",12-Nov-14,Silver,Food,F,42900
870,"Bengaluru, India",18-Sep-14,Silver,Fuel,F,235352
871,"Bengaluru, India",6-Nov-13,Silver,Bills,F,55248
872,"Bengaluru, India",20-Feb-14,Silver,Grocery,F,168702
873,"Greater Mumbai, India",2-Nov-14,Silver,Bills,F,189022
874,"Ahmedabad, India",22-Jan-14,Silver,Bills,F,286226
875,"Greater Mumbai, India",30-Dec-13,Silver,Grocery,F,292143
876,"Greater Mumbai, India",18-Jan-15,Silver,Bills,F,136134
877,"Ahmedabad, India",24-Jun-14,Silver,Food,F,105723
878,"Bengaluru, India",10-May-14,Silver,Entertainment,F,264985
879,"Greater Mumbai, India",11-Sep-14,Silver,Bills,F,261257
880,"Ahmedabad, India",27-May-14,Silver,Entertainment,F,39126
881,"Bengaluru, India",19-Mar-15,Silver,Bills,F,278199
882,"Greater Mumbai, India",2-Sep-14,Silver,Grocery,F,96925
883,"Greater Mumbai, India",26-Jun-14,Silver,Bills,F,242270
884,"Delhi, India",23-Jan-14,Silver,Food,F,1400
885,"Delhi, India",2-Jul-14,Silver,Entertainment,F,75806
886,"Delhi, India",16-Jan-15,Silver,Entertainment,F,15162
887,"Delhi, India",6-Apr-15,Silver,Entertainment,F,8452
888,"Delhi, India",25-Nov-14,Silver,Fuel,F,178922
889,"Greater Mumbai, India",6-Oct-13,Silver,Fuel,F,66083
890,"Bengaluru, India",31-Oct-14,Silver,Fuel,F,26449
891,"Ahmedabad, India",20-Mar-14,Silver,Grocery,F,187484
892,"Delhi, India",18-Dec-13,Silver,Grocery,F,262261
893,"Bengaluru, India",3-Jun-14,Silver,Grocery,F,58978
894,"Bengaluru, India",23-Feb-15,Silver,Fuel,F,173079
895,"Delhi, India",20-Mar-14,Silver,Bills,F,66615
896,"Delhi, India",6-Jun-14,Silver,Bills,F,126746
897,"Delhi, India",25-Jan-15,Silver,Food,F,264442
898,"Bengaluru, India",6-Dec-13,Silver,Food,F,77708
899,"Ahmedabad, India",6-Nov-13,Silver,Fuel,F,176835
900,"Greater Mumbai, India",22-Nov-14,Silver,Entertainment,F,79441
901,"Bengaluru, India",6-Nov-13,Silver,Food,F,7625
902,"Greater Mumbai, India",18-Dec-13,Silver,Bills,F,171174
903,"Bengaluru, India",8-May-14,Silver,Fuel,F,282058
904,"Greater Mumbai, India",14-Jul-14,Silver,Bills,F,80869
905,"Bengaluru, India",3-Aug-14,Silver,Food,F,263200
906,"Ahmedabad, India",2-Jun-14,Silver,Food,F,226791
907,"Delhi, India",14-Oct-13,Silver,Entertainment,F,184533
908,"Ahmedabad, India",11-Jan-14,Silver,Grocery,F,216441
909,"Greater Mumbai, India",3-Dec-14,Silver,Fuel,F,289661
910,"Ahmedabad, India",20-Jun-14,Silver,Food,F,10052
911,"Bengaluru, India",19-Sep-14,Silver,Fuel,F,237560
912,"Bengaluru, India",9-Jan-15,Silver,Entertainment,F,47237
913,"Ahmedabad, India",12-Jan-15,Silver,Fuel,F,71160
914,"Greater Mumbai, India",23-Apr-15,Silver,Food,F,72682
915,"Delhi, India",31-Aug-14,Silver,Fuel,F,14092
916,"Bengaluru, India",8-Feb-14,Silver,Bills,F,236228
917,"Delhi, India",16-Jul-14,Silver,Entertainment,F,10545
918,"Greater Mumbai, India",1-Nov-13,Silver,Bills,F,76284
919,"Greater Mumbai, India",26-Apr-14,Silver,Food,F,164032
920,"Greater Mumbai, India",22-Oct-13,Silver,Grocery,F,218315
921,"Ahmedabad, India",22-Mar-14,Silver,Bills,F,32586
922,"Delhi, India",5-Feb-15,Silver,Bills,F,154746
923,"Greater Mumbai, India",19-May-14,Silver,Bills,F,95295
924,"Ahmedabad, India",17-May-14,Silver,Bills,F,182407
925,"Ahmedabad, India",7-Dec-14,Silver,Fuel,F,187593
926,"Bengaluru, India",16-Dec-13,Silver,Food,F,225662
927,"Delhi, India",27-Mar-14,Silver,Fuel,F,245991
928,"Ahmedabad, India",9-Sep-14,Silver,Entertainment,F,60639
929,"Delhi, India",25-May-15,Silver,Fuel,F,78973
930,"Greater Mumbai, India",4-Apr-14,Silver,Grocery,F,191154
931,"Greater Mumbai, India",11-Jun-14,Silver,Fuel,F,35692
932,"Delhi, India",7-Apr-15,Silver,Entertainment,F,92644
933,"Bengaluru, India",27-Apr-15,Silver,Fuel,F,137339
934,"Ahmedabad, India",8-Nov-13,Silver,Entertainment,F,195699
935,"Ahmedabad, India",17-Jan-14,Silver,Grocery,F,74923
936,"Bengaluru, India",29-Nov-14,Silver,Grocery,F,254342
937,"Greater Mumbai, India",16-Feb-15,Silver,Food,F,109836
938,"Greater Mumbai, India",31-Aug-14,Silver,Grocery,F,18188
939,"Greater Mumbai, India",15-Dec-13,Silver,Bills,F,239819
940,"Delhi, India",2-Apr-14,Silver,Entertainment,F,51523
941,"Bengaluru, India",10-Nov-14,Silver,Fuel,F,218805
942,"Ahmedabad, India",7-Mar-15,Silver,Grocery,F,152175
943,"Ahmedabad, India",11-May-14,Silver,Bills,F,45947
944,"Greater Mumbai, India",2-Jan-14,Silver,Bills,F,97386
945,"Ahmedabad, India",19-Feb-14,Silver,Bills,F,77248
946,"Delhi, India",30-Nov-14,Silver,Entertainment,F,24410
947,"Delhi, India",3-Aug-14,Silver,Bills,F,262709
948,"Greater Mumbai, India",24-Aug-14,Silver,Entertainment,F,189510
949,"Delhi, India",6-Nov-14,Silver,Fuel,F,36799
950,"Bengaluru, India",30-Oct-13,Silver,Entertainment,F,226595
951,"Greater Mumbai, India",30-Dec-13,Silver,Grocery,F,15100
952,"Bengaluru, India",26-Dec-13,Silver,Entertainment,F,79665
953,"Delhi, India",23-Apr-14,Silver,Grocery,F,66612
954,"Greater Mumbai, India",5-May-15,Silver,Bills,F,232566
955,"Ahmedabad, India",18-Aug-14,Silver,Bills,F,274636
956,"Bengaluru, India",13-Apr-15,Silver,Entertainment,F,117763
957,"Delhi, India",19-Jan-14,Silver,Food,F,225073
958,"Greater Mumbai, India",7-Feb-14,Silver,Grocery,F,113408
959,"Bengaluru, India",19-Aug-14,Silver,Food,F,31380
960,"Greater Mumbai, India",14-Aug-14,Silver,Bills,F,234225
961,"Greater Mumbai, India",20-Feb-15,Silver,Grocery,F,127139
962,"Ahmedabad, India",14-Nov-13,Silver,Food,F,170980
963,"Bengaluru, India",8-May-15,Silver,Bills,F,198285
964,"Delhi, India",27-Aug-14,Silver,Fuel,F,182768
965,"Delhi, India",9-Jan-14,Silver,Grocery,F,235299
966,"Delhi, India",16-Jan-15,Silver,Food,F,159434
967,"Greater Mumbai, India",24-Jan-14,Silver,Fuel,F,202892
968,"Greater Mumbai, India",26-Feb-14,Silver,Entertainment,F,154492
969,"Greater Mumbai, India",24-Mar-14,Silver,Entertainment,F,104714
970,"Delhi, India",17-May-14,Silver,Entertainment,F,188146
971,"Delhi, India",1-Nov-13,Silver,Grocery,F,190580
972,"Bengaluru, India",13-Mar-15,Silver,Grocery,F,138179
973,"Delhi, India",13-Nov-14,Silver,Entertainment,F,60871
974,"Bengaluru, India",22-Dec-13,Silver,Food,F,248253
975,"Ahmedabad, India",27-Jan-15,Silver,Grocery,F,237342
976,"Bengaluru, India",15-Sep-14,Silver,Grocery,F,7112
977,"Greater Mumbai, India",31-Jan-14,Silver,Fuel,F,156575
978,"Greater Mumbai, India",1-Apr-15,Silver,Grocery,F,288916
979,"Bengaluru, India",29-Apr-15,Silver,Entertainment,F,121801
980,"Bengaluru, India",10-Nov-13,Silver,Entertainment,F,116662
981,"Ahmedabad, India",21-Mar-14,Silver,Food,F,195072
982,"Delhi, India",28-Dec-14,Silver,Bills,F,223356
983,"Greater Mumbai, India",29-Jul-14,Silver,Bills,F,89169
984,"Ahmedabad, India",11-Oct-14,Silver,Bills,F,118329
985,"Bengaluru, India",5-Apr-14,Silver,Fuel,F,33227
986,"Bengaluru, India",9-Mar-15,Silver,Fuel,F,236457
987,"Bengaluru, India",15-Aug-14,Silver,Fuel,F,219889
988,"Greater Mumbai, India",25-May-15,Silver,Fuel,F,176128
989,"Greater Mumbai, India",28-May-14,Silver,Food,F,229461
990,"Bengaluru, India",22-Dec-13,Silver,Entertainment,F,48682
991,"Delhi, India",3-Aug-14,Silver,Fuel,F,111224
992,"Ahmedabad, India",27-Nov-13,Silver,Food,F,186380
993,"Greater Mumbai, India",30-Aug-14,Silver,Food,F,272688
994,"Delhi, India",26-Apr-14,Silver,Food,F,56113
995,"Bengaluru, India",7-Jul-14,Silver,Food,F,194394
996,"Ahmedabad, India",5-May-14,Silver,Entertainment,F,260137
997,"Bengaluru, India",2-Nov-14,Silver,Food,F,225270
998,"Bengaluru, India",18-Apr-14,Silver,Bills,F,189610
999,"Bengaluru, India",1-May-14,Silver,Entertainment,F,110676
1000,"Ahmedabad, India",6-Sep-14,Silver,Food,F,9773
1001,"Ahmedabad, India",20-Oct-13,Silver,Food,F,185621
1002,"Greater Mumbai, India",9-Jul-14,Silver,Bills,F,272260
1003,"Delhi, India",5-Jul-14,Silver,Grocery,F,113372
1004,"Greater Mumbai, India",14-Apr-14,Silver,Grocery,F,227356
1005,"Ahmedabad, India",18-Jan-14,Silver,Grocery,F,139332
1006,"Bengaluru, India",18-Jul-14,Silver,Entertainment,F,251134
1007,"Greater Mumbai, India",17-Mar-14,Silver,Grocery,F,162039
1008,"Delhi, India",4-Apr-14,Silver,Food,F,116831
1009,"Delhi, India",26-May-14,Silver,Fuel,F,276899
1010,"Bengaluru, India",24-Oct-14,Silver,Bills,F,167244
1011,"Bengaluru, India",12-May-14,Silver,Food,F,39000
1012,"Greater Mumbai, India",4-Jul-14,Silver,Food,F,248342
1013,"Greater Mumbai, India",5-Oct-14,Silver,Grocery,F,180246
1014,"Delhi, India",13-Apr-14,Silver,Grocery,F,261895
1015,"Bengaluru, India",6-Mar-14,Silver,Bills,F,102715
1016,"Ahmedabad, India",4-Jun-14,Silver,Grocery,F,177550
1017,"Greater Mumbai, India",9-Jul-14,Silver,Grocery,F,25722
1018,"Delhi, India",15-Jul-14,Silver,Entertainment,F,250340
1019,"Greater Mumbai, India",29-Apr-15,Silver,Grocery,F,213124
1020,"Delhi, India",24-May-14,Silver,Grocery,F,45466
1021,"Greater Mumbai, India",8-Feb-15,Silver,Bills,F,151770
1022,"Bengaluru, India",7-Mar-14,Silver,Food,F,200777
1023,"Bengaluru, India",2-Aug-14,Silver,Bills,F,277473
1024,"Delhi, India",20-Oct-14,Silver,Food,F,299512
1025,"Bengaluru, India",14-Feb-15,Silver,Grocery,F,61457
1026,"Delhi, India",24-Sep-14,Silver,Grocery,F,170188
1027,"Bengaluru, India",25-Jan-15,Silver,Entertainment,F,278470
1028,"Bengaluru, India",4-Apr-14,Silver,Fuel,F,70106
1029,"Ahmedabad, India",14-Mar-15,Silver,Bills,F,72205
1030,"Delhi, India",27-Apr-15,Silver,Grocery,F,89320
1031,"Greater Mumbai, India",6-Dec-14,Silver,Bills,F,71875
1032,"Greater Mumbai, India",23-May-14,Silver,Food,F,253186
1033,"Greater Mumbai, India",15-Jul-14,Silver,Bills,F,260399
1034,"Greater Mumbai, India",12-Mar-15,Silver,Food,F,137623
1035,"Greater Mumbai, India",22-May-14,Silver,Food,F,267868
1036,"Bengaluru, India",21-Nov-14,Silver,Grocery,F,297242
1037,"Greater Mumbai, India",26-Dec-14,Silver,Fuel,F,54265
1038,"Ahmedabad, India",28-Nov-14,Silver,Grocery,F,37845
1039,"Delhi, India",18-Mar-14,Silver,Grocery,F,23855
1040,"Ahmedabad, India",26-Dec-14,Silver,Grocery,F,94727
1041,"Delhi, India",8-Jun-14,Silver,Entertainment,F,40404
1042,"Bengaluru, India",15-Jan-15,Silver,Fuel,F,265001
1043,"Bengaluru, India",15-Apr-15,Silver,Food,F,153928
1044,"Greater Mumbai, India",12-Oct-13,Silver,Bills,F,33156
1045,"Bengaluru, India",18-Nov-14,Silver,Grocery,F,282857
1046,"Greater Mumbai, India",3-Dec-14,Silver,Bills,F,143266
1047,"Bengaluru, India",23-Mar-14,Silver,Food,F,232704
1048,"Delhi, India",22-Nov-13,Silver,Food,F,10447
1049,"Greater Mumbai, India",6-Feb-14,Silver,Bills,F,26753
1050,"Greater Mumbai, India",4-Dec-14,Silver,Bills,F,100729
1051,"Ahmedabad, India",2-Jun-14,Silver,Grocery,F,251198
1052,"Bengaluru, India",9-Nov-14,Silver,Entertainment,F,45034
1053,"Greater Mumbai, India",16-Jan-15,Silver,Bills,F,117031
1054,"Bengaluru, India",20-Mar-14,Silver,Grocery,F,146944
1055,"Ahmedabad, India",1-Apr-14,Silver,Entertainment,F,8571
1056,"Bengaluru, India",15-Nov-13,Silver,Bills,F,240107
1057,"Bengaluru, India",17-Nov-14,Silver,Bills,F,213775
1058,"Ahmedabad, India",2-Jan-15,Silver,Grocery,F,214336
1059,"Greater Mumbai, India",19-Nov-13,Silver,Grocery,F,8285
1060,"Ahmedabad, India",15-Apr-15,Silver,Grocery,F,263945
1061,"Ahmedabad, India",1-Jan-14,Silver,Grocery,F,98427
1062,"Greater Mumbai, India",6-Aug-14,Silver,Entertainment,F,10716
1063,"Ahmedabad, India",16-Nov-14,Silver,Food,F,120807
1064,"Greater Mumbai, India",11-Apr-14,Silver,Fuel,F,233813
1065,"Ahmedabad, India",23-Jan-15,Silver,Entertainment,F,177277
1066,"Bengaluru, India",20-Dec-13,Silver,Grocery,F,241588
1067,"Bengaluru, India",27-Dec-14,Silver,Grocery,F,87750
1068,"Ahmedabad, India",31-Mar-15,Silver,Bills,F,69220
1069,"Greater Mumbai, India",17-Sep-14,Silver,Grocery,F,43894
1070,"Delhi, India",26-Dec-14,Silver,Bills,F,161107
1071,"Ahmedabad, India",12-Apr-15,Silver,Entertainment,F,4377
1072,"Bengaluru, India",20-Sep-14,Silver,Food,F,26629
1073,"Bengaluru, India",21-Aug-14,Silver,Entertainment,F,101201
1074,"Ahmedabad, India",13-Feb-15,Silver,Grocery,F,183821
1075,"Delhi, India",4-Sep-14,Silver,Grocery,F,266132
1076,"Bengaluru, India",21-Nov-13,Silver,Food,F,89508
1077,"Delhi, India",26-May-15,Silver,Entertainment,F,41161
1078,"Ahmedabad, India",1-Mar-14,Silver,Fuel,F,276608
1079,"Greater Mumbai, India",16-Dec-14,Silver,Entertainment,F,287647
1080,"Bengaluru, India",12-Aug-14,Silver,Bills,F,94917
1081,"Bengaluru, India",30-Mar-14,Silver,Grocery,F,162928
1082,"Bengaluru, India",26-Mar-14,Silver,Grocery,F,210802
1083,"Delhi, India",6-May-14,Silver,Entertainment,F,234945
1084,"Greater Mumbai, India",30-Oct-14,Silver,Bills,F,85227
1085,"Ahmedabad, India",23-Mar-15,Silver,Grocery,F,209510
1086,"Bengaluru, India",7-Dec-14,Silver,Grocery,F,39513
1087,"Bengaluru, India",8-Feb-14,Silver,Fuel,F,138020
1088,"Ahmedabad, India",13-Jul-14,Silver,Grocery,F,155283
1089,"Greater Mumbai, India",17-Aug-14,Silver,Food,F,177031
1090,"Ahmedabad, India",10-Sep-14,Silver,Food,F,58509
1091,"Greater Mumbai, India",16-Apr-15,Silver,Entertainment,F,71041
1092,"Bengaluru, India",25-May-15,Silver,Grocery,F,103964
1093,"Delhi, India",6-Jun-14,Silver,Fuel,F,195709
1094,"Greater Mumbai, India",25-Feb-14,Silver,Grocery,F,209052
1095,"Delhi, India",13-Oct-13,Silver,Entertainment,F,21500
1096,"Bengaluru, India",20-Nov-14,Silver,Bills,F,299152
1097,"Delhi, India",1-Mar-15,Silver,Food,F,284125
1098,"Ahmedabad, India",15-Nov-14,Silver,Bills,F,236081
1099,"Greater Mumbai, India",6-Feb-15,Silver,Fuel,F,12671
1100,"Delhi, India",30-Sep-14,Silver,Bills,F,238978
1101,"Bengaluru, India",10-Dec-13,Silver,Bills,F,221728
1102,"Delhi, India",10-Apr-14,Silver,Entertainment,F,275301
1103,"Greater Mumbai, India",1-Feb-15,Silver,Fuel,F,199037
1104,"Bengaluru, India",4-Feb-15,Silver,Fuel,F,236116
1105,"Delhi, India",4-Dec-13,Silver,Grocery,F,140073
1106,"Greater Mumbai, India",14-Jun-14,Silver,Entertainment,F,116716
1107,"Bengaluru, India",3-Apr-15,Silver,Food,F,188111
1108,"Ahmedabad, India",25-Jul-14,Silver,Fuel,F,256569
1109,"Greater Mumbai, India",29-Nov-14,Silver,Entertainment,F,160297
1110,"Greater Mumbai, India",5-Mar-15,Silver,Fuel,F,293184
1111,"Greater Mumbai, India",23-Mar-15,Silver,Fuel,F,148675
1112,"Delhi, India",9-Feb-15,Silver,Grocery,F,170406
1113,"Bengaluru, India",25-Jul-14,Silver,Entertainment,F,188010
1114,"Delhi, India",14-May-14,Silver,Fuel,F,173258
1115,"Bengaluru, India",28-Aug-14,Silver,Grocery,F,219092
1116,"Delhi, India",8-Dec-13,Silver,Grocery,F,89376
1117,"Delhi, India",12-Apr-15,Silver,Food,F,51874
1118,"Bengaluru, India",25-Sep-14,Silver,Fuel,F,248777
1119,"Ahmedabad, India",26-Jan-14,Silver,Bills,F,37342
1120,"Ahmedabad, India",27-Mar-15,Silver,Bills,F,199471
1121,"Delhi, India",21-Nov-14,Silver,Entertainment,F,158851
1122,"Bengaluru, India",12-Jan-15,Silver,Food,F,95113
1123,"Bengaluru, India",12-Mar-15,Silver,Fuel,F,186377
1124,"Ahmedabad, India",31-Oct-13,Silver,Fuel,F,2586
1125,"Greater Mumbai, India",13-Feb-14,Silver,Fuel,F,47612
1126,"Ahmedabad, India",27-Apr-14,Silver,Food,F,159557
1127,"Greater Mumbai, India",13-Feb-15,Silver,Grocery,F,196838
1128,"Bengaluru, India",17-Apr-14,Silver,Food,F,9651
1129,"Bengaluru, India",18-Apr-14,Silver,Food,F,224200
1130,"Ahmedabad, India",10-Nov-14,Silver,Entertainment,F,241399
1131,"Bengaluru, India",22-Sep-14,Silver,Fuel,F,211929
1132,"Ahmedabad, India",6-Feb-14,Silver,Grocery,F,196869
1133,"Delhi, India",12-Dec-14,Silver,Fuel,F,263752
1134,"Bengaluru, India",12-Mar-14,Silver,Entertainment,F,125879
1135,"Bengaluru, India",28-Mar-15,Silver,Grocery,F,21250
1136,"Ahmedabad, India",21-Dec-13,Silver,Grocery,F,289538
1137,"Greater Mumbai, India",16-May-14,Silver,Grocery,F,138359
1138,"Ahmedabad, India",18-Jul-14,Silver,Bills,F,211017
1139,"Ahmedabad, India",19-Jul-14,Silver,Fuel,F,57958
1140,"Delhi, India",23-Feb-14,Silver,Fuel,F,91796
1141,"Delhi, India",28-Jul-14,Silver,Entertainment,F,221178
1142,"Greater Mumbai, India",11-Mar-15,Silver,Bills,F,195342
1143,"Greater Mumbai, India",20-Mar-15,Silver,Fuel,F,51071
1144,"Ahmedabad, India",23-Nov-13,Silver,Grocery,F,83761
1145,"Delhi, India",10-Mar-15,Silver,Grocery,F,182684
1146,"Ahmedabad, India",30-Dec-14,Silver,Fuel,F,150401
1147,"Bengaluru, India",24-Jan-14,Silver,Grocery,F,10470
1148,"Bengaluru, India",9-Jun-14,Silver,Fuel,F,73221
1149,"Greater Mumbai, India",19-Feb-14,Silver,Bills,F,286970
1150,"Greater Mumbai, India",19-Jul-14,Silver,Food,F,40105
1151,"Bengaluru, India",4-Nov-13,Silver,Grocery,F,207311
1152,"Ahmedabad, India",20-Feb-14,Silver,Food,F,175275
1153,"Bengaluru, India",9-Apr-14,Silver,Entertainment,F,167655
1154,"Ahmedabad, India",10-Mar-15,Silver,Entertainment,F,129326
1155,"Bengaluru, India",16-Jul-14,Silver,Food,F,162737
1156,"Delhi, India",21-Jul-14,Silver,Entertainment,F,275605
1157,"Delhi, India",9-Oct-13,Silver,Grocery,F,162859
1158,"Ahmedabad, India",5-Nov-13,Silver,Grocery,F,22795
1159,"Bengaluru, India",20-Oct-13,Silver,Food,F,255722
1160,"Greater Mumbai, India",24-Apr-15,Silver,Grocery,F,111014
1161,"Ahmedabad, India",23-Jun-14,Silver,Food,F,43256
1162,"Ahmedabad, India",29-Jun-14,Silver,Food,F,104494
1163,"Bengaluru, India",2-Mar-14,Silver,Entertainment,F,44750
1164,"Ahmedabad, India",24-May-15,Silver,Grocery,F,208168
1165,"Bengaluru, India",1-Dec-14,Silver,Grocery,F,38878
1166,"Delhi, India",22-Feb-15,Silver,Food,F,37089
1167,"Bengaluru, India",17-Sep-14,Silver,Grocery,F,248059
1168,"Greater Mumbai, India",17-Nov-13,Silver,Grocery,F,63151
1169,"Greater Mumbai, India",5-Apr-15,Silver,Bills,F,176497
1170,"Bengaluru, India",20-Dec-13,Silver,Entertainment,F,196758
1171,"Ahmedabad, India",18-Mar-15,Silver,Fuel,F,94117
1172,"Delhi, India",11-Mar-14,Silver,Bills,F,287684
1173,"Bengaluru, India",7-Feb-15,Silver,Fuel,F,269795
1174,"Greater Mumbai, India",26-Jan-14,Silver,Fuel,F,273263
1175,"Delhi, India",28-Nov-13,Silver,Fuel,F,127825
1176,"Delhi, India",30-Mar-15,Silver,Bills,F,234082
1177,"Greater Mumbai, India",7-Oct-14,Silver,Grocery,F,157139
1178,"Bengaluru, India",19-Nov-14,Silver,Food,F,27243
1179,"Bengaluru, India",26-Aug-14,Silver,Food,F,248735
1180,"Bengaluru, India",17-Mar-15,Silver,Fuel,F,252277
1181,"Bengaluru, India",31-Mar-15,Silver,Bills,F,154151
1182,"Greater Mumbai, India",12-Oct-13,Silver,Grocery,F,268559
1183,"Greater Mumbai, India",8-Feb-14,Silver,Entertainment,F,122751
1184,"Bengaluru, India",28-Aug-14,Silver,Grocery,F,100643
1185,"Greater Mumbai, India",29-Jun-14,Silver,Grocery,F,63044
1186,"Bengaluru, India",1-Mar-15,Silver,Fuel,F,233543
1187,"Ahmedabad, India",5-Jan-14,Silver,Bills,F,267127
1188,"Bengaluru, India",11-Jan-15,Silver,Fuel,F,55060
1189,"Bengaluru, India",18-Oct-14,Silver,Bills,F,154788
1190,"Greater Mumbai, India",8-Sep-14,Silver,Entertainment,F,52781
1191,"Greater Mumbai, India",27-Jan-15,Silver,Entertainment,F,51542
1192,"Greater Mumbai, India",1-Dec-13,Silver,Grocery,F,43705
1193,"Greater Mumbai, India",2-Apr-15,Silver,Entertainment,F,163273
1194,"Ahmedabad, India",18-Sep-14,Silver,Bills,F,22802
1195,"Greater Mumbai, India",24-Mar-15,Silver,Bills,F,202693
1196,"Greater Mumbai, India",21-Dec-14,Silver,Bills,F,168446
1197,"Greater Mumbai, India",4-Feb-15,Silver,Grocery,F,130310
1198,"Delhi, India",4-Nov-13,Silver,Bills,F,10155
1199,"Ahmedabad, India",23-Aug-14,Silver,Bills,F,232336
1200,"Bengaluru, India",11-Dec-14,Silver,Grocery,F,231830

1201,"Bengaluru, India",29-Dec-13,Silver,Fuel,F,115644
1202,"Delhi, India",17-Sep-14,Silver,Entertainment,F,14142
1203,"Ahmedabad, India",26-Sep-14,Silver,Food,F,283606
1204,"Ahmedabad, India",20-May-14,Silver,Food,F,75619
1205,"Bengaluru, India",8-May-14,Silver,Bills,F,2741
1206,"Bengaluru, India",7-Jan-15,Silver,Fuel,F,283064
1207,"Delhi, India",11-Sep-14,Silver,Fuel,F,129850
1208,"Bengaluru, India",26-Nov-13,Silver,Fuel,F,102248
1209,"Bengaluru, India",6-Sep-14,Silver,Bills,F,232127
1210,"Ahmedabad, India",25-Jul-14,Silver,Grocery,F,114600
1211,"Bengaluru, India",18-Jan-15,Silver,Entertainment,F,92535
1212,"Delhi, India",21-Jan-14,Silver,Fuel,F,113639
1213,"Ahmedabad, India",9-Feb-14,Silver,Food,F,254761
1214,"Greater Mumbai, India",31-Jan-14,Silver,Grocery,F,225708
1215,"Delhi, India",6-Mar-15,Silver,Entertainment,F,264169
1216,"Delhi, India",28-Feb-14,Silver,Entertainment,F,83984
1217,"Bengaluru, India",26-Jan-15,Silver,Entertainment,F,202830
1218,"Delhi, India",25-Oct-14,Silver,Entertainment,F,254330
1219,"Delhi, India",26-Dec-13,Silver,Entertainment,F,118692
1220,"Bengaluru, India",21-May-15,Silver,Entertainment,F,246364
1221,"Delhi, India",3-Apr-15,Silver,Grocery,F,170203
1222,"Greater Mumbai, India",20-Feb-15,Silver,Fuel,F,277947
1223,"Greater Mumbai, India",12-Apr-15,Silver,Fuel,F,31524
1224,"Greater Mumbai, India",5-Jun-14,Silver,Entertainment,F,294264
1225,"Bengaluru, India",14-Apr-14,Silver,Grocery,F,130814
1226,"Bengaluru, India",30-Apr-15,Silver,Food,F,56639
1227,"Delhi, India",11-May-15,Silver,Food,F,233318
1228,"Bengaluru, India",4-Apr-15,Silver,Food,F,130065
1229,"Ahmedabad, India",23-Dec-14,Silver,Fuel,F,64598
1230,"Bengaluru, India",6-Aug-14,Silver,Grocery,F,177320
1231,"Bengaluru, India",8-Apr-15,Silver,Entertainment,F,31086
1232,"Ahmedabad, India",16-Nov-14,Silver,Food,F,251506
1233,"Bengaluru, India",10-Mar-15,Silver,Bills,F,149306
1234,"Ahmedabad, India",28-Dec-13,Silver,Entertainment,F,40965
1235,"Bengaluru, India",15-Feb-15,Silver,Food,F,43242
1236,"Greater Mumbai, India",7-Jan-15,Silver,Fuel,F,289157
1237,"Greater Mumbai, India",3-Oct-14,Silver,Entertainment,F,74856
1238,"Bengaluru, India",17-Feb-15,Silver,Food,F,182362
1239,"Bengaluru, India",7-May-14,Silver,Food,F,263061
1240,"Bengaluru, India",23-Mar-15,Silver,Food,F,236580
1241,"Ahmedabad, India",10-Feb-15,Silver,Food,F,268750
1242,"Greater Mumbai, India",9-Dec-13,Silver,Food,F,203191
1243,"Bengaluru, India",10-Jan-14,Silver,Food,F,3421
1244,"Bengaluru, India",12-Apr-14,Silver,Food,F,15318
1245,"Ahmedabad, India",12-Mar-15,Platinum,Food,F,64032
1246,"Bengaluru, India",29-Apr-15,Platinum,Food,F,3621
1247,"Ahmedabad, India",12-Oct-14,Silver,Food,F,22872
1248,"Delhi, India",23-Aug-14,Signature,Food,F,171206
1249,"Ahmedabad, India",30-Apr-15,Gold,Food,F,9130
1250,"Ahmedabad, India",8-May-14,Gold,Food,F,201118
